exam_type,subject,topic,difficulty,question,a,b,c,d,answer
CPA,Taxation,Withholding Tax,Hard,"[Taxation-63] Tax base is PHP 2,355,553.00 at 3% rate. Compute tax due.","67,133.26","70,666.59","77,733.25","74,199.92",B
CPA,Taxation,Percentage Tax,Hard,"[Taxation-64] Tax base is PHP 540,603.00 at 25% rate. Compute tax due.","148,665.83","128,393.21","141,908.29","135,150.75",D
CPA,Taxation,Withholding Tax,Hard,"[Taxation-65] Tax base is PHP 1,237,015.00 at 25% rate. Compute tax due.","324,716.44","340,179.13","293,791.06","309,253.75",D
CPA,Taxation,VAT,Hard,"[Taxation-66] Tax base is PHP 2,870,018.00 at 30% rate. Compute tax due.","947,105.94","861,005.40","817,955.13","904,055.67",B
CPA,Taxation,Percentage Tax,Hard,"[Taxation-67] Tax base is PHP 973,544.00 at 6% rate. Compute tax due.","58,412.64","64,253.90","61,333.27","55,492.01",A
CPA,Taxation,Percentage Tax,Hard,"[Taxation-68] Tax base is PHP 163,205.00 at 12% rate. Compute tax due.","19,584.60","21,543.06","18,605.37","20,563.83",A
CPA,Taxation,Percentage Tax,Hard,"[Taxation-69] Tax base is PHP 1,433,999.00 at 6% rate. Compute tax due.","94,643.94","81,737.94","86,039.94","90,341.94",C
CPA,Taxation,Percentage Tax,Hard,"[Taxation-70] Tax base is PHP 181,838.00 at 3% rate. Compute tax due.","5,182.38","5,727.90","6,000.66","5,455.14",D
CPA,Taxation,Income Taxation,Medium,"[Taxation-71] Tax base is PHP 1,041,916.00 at 6% rate. Compute tax due.","62,514.96","68,766.46","65,640.71","59,389.21",A
CPA,Taxation,Percentage Tax,Medium,"[Taxation-72] Tax base is PHP 3,436,526.00 at 20% rate. Compute tax due.","756,035.72","687,305.20","652,939.94","721,670.46",B
CPA,Taxation,VAT,Medium,"[Taxation-73] Tax base is PHP 3,106,821.00 at 25% rate. Compute tax due.","854,375.77","776,705.25","737,869.99","815,540.51",B
CPA,Taxation,Withholding Tax,Medium,"[Taxation-74] Tax base is PHP 2,311,029.00 at 6% rate. Compute tax due.","138,661.74","131,728.65","145,594.83","152,527.92",A
CPA,Taxation,VAT,Medium,"[Taxation-75] Tax base is PHP 357,132.00 at 3% rate. Compute tax due.","11,785.36","10,713.96","10,178.26","11,249.66",B
CPA,Taxation,DST,Medium,"[Taxation-76] Tax base is PHP 736,929.00 at 6% rate. Compute tax due.","46,426.53","44,215.74","48,637.32","42,004.95",B
CPA,Taxation,VAT,Medium,"[Taxation-77] Tax base is PHP 2,068,472.00 at 30% rate. Compute tax due.","682,595.76","589,514.52","651,568.68","620,541.60",D
CPA,Taxation,Percentage Tax,Medium,"[Taxation-78] Tax base is PHP 3,352,666.00 at 30% rate. Compute tax due.","1,106,379.78","955,509.81","1,005,799.80","1,056,089.79",C
CPA,Taxation,Percentage Tax,Medium,"[Taxation-79] Tax base is PHP 3,321,440.00 at 6% rate. Compute tax due.","219,215.04","209,250.72","189,322.08","199,286.40",D
CPA,Taxation,Percentage Tax,Medium,"[Taxation-80] Tax base is PHP 1,523,597.00 at 30% rate. Compute tax due.","479,933.06","457,079.10","434,225.14","502,787.02",B
CPA,Taxation,Percentage Tax,Medium,"[Taxation-81] Tax base is PHP 3,421,625.00 at 25% rate. Compute tax due.","940,946.87","855,406.25","898,176.56","812,635.94",B
CPA,Taxation,VAT,Medium,"[Taxation-82] Tax base is PHP 1,045,183.00 at 25% rate. Compute tax due.","287,425.33","274,360.54","248,230.96","261,295.75",D
CPA,Taxation,Percentage Tax,Medium,"[Taxation-83] Tax base is PHP 566,596.00 at 20% rate. Compute tax due.","118,985.16","124,651.12","113,319.20","107,653.24",C
CPA,Taxation,Withholding Tax,Medium,"[Taxation-84] Tax base is PHP 901,026.00 at 3% rate. Compute tax due.","25,679.24","27,030.78","28,382.32","29,733.86",B
CPA,Taxation,Withholding Tax,Medium,"[Taxation-85] Tax base is PHP 1,778,650.00 at 12% rate. Compute tax due.","234,781.80","202,766.10","224,109.90","213,438.00",D
CPA,Taxation,Withholding Tax,Medium,"[Taxation-86] Tax base is PHP 3,432,547.00 at 3% rate. Compute tax due.","113,274.05","108,125.23","102,976.41","97,827.59",C
CPA,Taxation,Percentage Tax,Medium,"[Taxation-87] Tax base is PHP 481,701.00 at 25% rate. Compute tax due.","114,403.99","126,446.51","120,425.25","132,467.77",C
CPA,Taxation,VAT,Medium,"[Taxation-88] Tax base is PHP 1,699,247.00 at 12% rate. Compute tax due.","214,105.12","203,909.64","193,714.16","224,300.60",B
CPA,Taxation,VAT,Medium,"[Taxation-89] Tax base is PHP 3,110,909.00 at 20% rate. Compute tax due.","653,290.89","684,399.98","622,181.80","591,072.71",C
CPA,Taxation,Income Taxation,Medium,"[Taxation-90] Tax base is PHP 3,457,185.00 at 20% rate. Compute tax due.","656,865.15","691,437.00","726,008.85","760,580.70",B
CPA,Taxation,Income Taxation,Easy,"[Taxation-91] Tax base is PHP 654,476.00 at 12% rate. Compute tax due.","82,463.98","74,610.26","78,537.12","86,390.84",C
CPA,Taxation,VAT,Easy,"[Taxation-92] Tax base is PHP 509,747.00 at 6% rate. Compute tax due.","32,114.06","29,055.58","33,643.30","30,584.82",D
CPA,Taxation,Percentage Tax,Easy,"[Taxation-93] Tax base is PHP 1,247,569.00 at 12% rate. Compute tax due.","149,708.28","164,679.10","157,193.69","142,222.87",A
CPA,Taxation,Income Taxation,Easy,"[Taxation-94] Tax base is PHP 566,538.00 at 25% rate. Compute tax due.","141,634.50","134,552.77","148,716.23","155,797.96",A
CPA,Taxation,Income Taxation,Easy,"[Taxation-95] Tax base is PHP 1,016,060.00 at 6% rate. Compute tax due.","60,963.60","64,011.78","57,915.42","67,059.96",A
CPA,Taxation,DST,Easy,"[Taxation-96] Tax base is PHP 1,002,424.00 at 6% rate. Compute tax due.","60,145.44","66,159.98","63,152.71","57,138.17",A
CPA,Taxation,VAT,Easy,"[Taxation-97] Tax base is PHP 1,743,458.00 at 12% rate. Compute tax due.","198,754.21","219,675.71","209,214.96","230,136.46",C
CPA,Taxation,Withholding Tax,Easy,"[Taxation-98] Tax base is PHP 195,347.00 at 3% rate. Compute tax due.","6,446.45","5,567.39","5,860.41","6,153.43",C
CPA,Taxation,Income Taxation,Easy,"[Taxation-99] Tax base is PHP 1,010,964.00 at 25% rate. Compute tax due.","265,378.05","278,015.10","252,741.00","240,103.95",C
CPA,Taxation,Percentage Tax,Easy,"[Taxation-100] Tax base is PHP 1,160,749.00 at 6% rate. Compute tax due.","66,162.69","73,127.19","76,609.44","69,644.94",D
